time,reward,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed
0.02,0.000723955825484767,0.0,0.0,0.10777829227557412,0.0,0.0,0.0,0.0,0.0,0.7778292275574115,0.0,0.0,0.0,900.0
0.04,0.002648560247199286,0.0,0.0,0.13110676446908112,0.0,0.0,0.0,0.0,0.0,1.5550179917932905,0.0,0.0,0.0,900.0
0.06,0.005403288254705029,0.0,0.0,0.16996080003579705,0.0,0.0,0.0,0.0,0.0,2.330385564878303,0.0,0.0,0.0,900.0
0.08,0.008619980766850619,0.0,0.0,0.22429225161326768,0.0,0.0,0.0,0.0,0.0,3.1027595928687615,0.0,0.0,0.0,900.0
0.1,0.011935600439716417,0.0,0.0,0.2940296794343176,0.0,0.0,0.0,0.0,0.0,3.8709831892362354,0.0,0.0,0.0,900.0
0.12000000000000001,0.014994902560675483,0.0,0.0,0.3790787298840177,0.0,0.0,0.0,0.0,0.0,4.633921855733774,0.0,0.0,0.0,900.0
0.14,0.017452982502935165,0.0,0.0,0.47932264986891887,0.0,0.0,0.0,0.0,0.0,5.390470142756342,0.0,0.0,0.0,900.0
0.16,0.018977664118665825,0.0,0.0,0.5946229309625785,0.0,0.0,0.0,0.0,0.0,6.139557966609609,0.0,0.0,0.0,900.0
0.18,0.019251697165977272,0.0,0.0,0.7248200757097233,0.0,0.0,0.0,0.0,0.0,6.880156508104873,0.0,0.0,0.0,900.0
0.19999999999999998,0.017974736268589652,0.0,0.0,0.8697344770450675,0.0,0.0,0.0,0.0,0.0,7.611283625429545,0.0,0.0,0.0,900.0
0.21999999999999997,0.014865078848648954,0.0,0.0,1.0291674005397267,0.0,0.0,0.0,0.0,0.0,8.332008724036383,0.0,0.0,0.0,900.0
0.23999999999999996,0.009661144789795654,0.0,0.0,1.2029020581505938,0.0,0.0,0.0,0.0,0.0,9.041457037050355,0.0,0.0,0.0,900.0
0.25999999999999995,0.002122686109212204,0.0,0.0,1.390704761331972,0.0,0.0,0.0,0.0,0.0,9.738813281087465,0.0,0.0,0.0,900.0
0.27999999999999997,0.0,0.0,0.0,1.592326140783695,0.0,0.0,0.0,0.0,0.0,10.423324664084825,0.0,0.0,0.0,900.0
0.3,0.0,0.0,0.0,1.8075024151158843,0.0,0.0,0.0,0.0,0.0,11.094302769134112,0.0,0.0,0.0,899.999755859375
0.32,0.0,0.0,0.0,2.035956674441423,0.0,0.0,0.0,0.0,0.0,11.75112316341977,0.0,0.0,0.0,899.9981689453125
0.34,0.0,0.0,0.0,2.277399913384509,0.0,0.0,0.0,0.0,0.0,12.393200730888813,0.0,0.0,0.0,899.9820556640625
0.36000000000000004,0.0,0.0,0.0,2.53152987888394,0.0,0.0,0.0,0.0,0.0,13.019795819054341,0.0,0.0,0.0,899.8482666015625
0.38000000000000006,0.0,0.0,0.0,2.798016589985605,0.0,0.0,0.0,0.0,0.0,13.628875291112118,0.0,0.0,0.0,898.9640502929688
0.4000000000000001,0.0,0.0,0.0,3.0763487835102437,0.0,0.0,0.0,0.0,0.0,14.20434406135177,0.0,0.0,0.0,890.7323608398438
0.4200000000000001,0.0,0.0,0.0,3.3642372856839917,0.0,0.0,0.0,0.0,0.0,14.584506156022998,0.0,0.0,0.0,802.473388671875
0.4400000000000001,0.0,0.0,0.0,3.652492699111328,0.0,0.0,0.0,0.0,0.0,14.241035186710608,0.0,0.0,0.0,224.9769287109375
0.46000000000000013,0.0,0.0,0.0,3.9333697985025533,0.0,0.0,0.0,0.0,0.0,13.84667475241195,0.0,0.0,0.0,7.9205732345581055
0.48000000000000015,0.0,0.0,0.0,4.206467298989884,0.0,0.0,0.0,0.0,0.0,13.463075296321184,0.0,0.0,0.0,0.8014376759529114
0.5000000000000001,0.0,0.0,0.0,4.4719952040118685,0.0,0.0,0.0,0.0,0.0,13.08971520587721,0.0,0.0,0.0,0.16739332675933838
0.5200000000000001,0.0,0.0,0.0,4.730152805357221,0.0,0.0,0.0,0.0,0.0,12.726044928658075,0.0,0.0,0.0,0.06907771527767181
0.5400000000000001,0.0,0.0,0.0,4.981128764679072,0.0,0.0,0.0,0.0,0.0,12.371551003526994,0.0,0.0,0.0,0.06248534098267555
0.5600000000000002,0.0,0.0,0.0,5.225101805244594,0.0,0.0,0.0,0.0,0.0,12.02575305302523,0.0,0.0,0.0,0.023851949721574783
0.5800000000000002,0.0,0.0,0.0,5.462241346471049,0.0,0.0,0.0,0.0,0.0,11.688201069620249,0.0,0.0,0.0,0.007474271580576897
0.6000000000000002,0.0,0.0,0.0,5.692708086793848,0.0,0.0,0.0,0.0,0.0,11.358472962659715,0.0,0.0,0.0,0.0025784382596611977
0.6200000000000002,0.0,0.0,0.0,5.916654539791348,0.0,0.0,0.0,0.0,0.0,11.03617233709021,0.0,0.0,0.0,0.0013763930182904005
0.6400000000000002,0.0,0.0,0.0,6.1342255279483995,0.0,0.0,0.0,0.0,0.0,10.720926478615002,0.0,0.0,0.0,0.0010407204972580075
0.6600000000000003,0.0,0.0,0.0,6.3455586379653415,0.0,0.0,0.0,0.0,0.0,10.412384523079222,0.0,0.0,0.0,0.0010668279137462378
0.6800000000000003,0.0,0.0,0.0,6.55078464110173,0.0,0.0,0.0,0.0,0.0,10.110215790559629,0.0,0.0,0.0,0.001027222373522818
0.7000000000000003,0.0058277973625080175,0.0,0.0,6.750027881676959,0.0,0.0,0.0,0.0,0.0,9.81410826696333,0.0,0.0,0.0,0.0006603538640774786
0.7200000000000003,0.02626991039179713,0.0,0.0,6.94340663652618,0.0,0.0,0.0,0.0,0.0,9.523767217958715,0.0,0.0,0.0,0.0005871254252269864
0.7400000000000003,0.04742493957412802,0.0,0.0,7.131033447923938,0.0,0.0,0.0,0.0,0.0,9.238913921817177,0.0,0.0,0.0,0.001078159548342228
0.7600000000000003,0.06923166362565905,0.0,0.0,7.313015432234848,0.0,0.0,0.0,0.0,0.0,8.959284509273747,0.0,0.0,0.0,0.0019658359233289957
0.7800000000000004,0.09163278773372861,0.0,0.0,7.489454566326088,0.0,0.0,0.0,0.0,0.0,8.684628899850194,0.0,0.0,0.0,0.0035122314002364874
0.8000000000000004,0.11457462567224186,0.0,0.0,7.660447953577116,0.0,0.0,0.0,0.0,0.0,8.4147098252527,0.0,0.0,0.0,0.006034225225448608
0.8200000000000004,0.13800681015573982,0.0,0.0,7.826088071144449,0.0,0.0,0.0,0.0,0.0,8.14930193148051,0.0,0.0,0.0,0.01030756812542677
0.8400000000000004,0.16188202855469808,0.0,0.0,7.986462999981071,0.0,0.0,0.0,0.0,0.0,7.888190952181727,0.0,0.0,0.0,0.017515255138278008
0.8600000000000004,0.1861557814179571,0.0,0.0,8.14165663896873,0.0,0.0,0.0,0.0,0.0,7.6311729465840825,0.0,0.0,0.0,0.029622051864862442
0.8800000000000004,0.21078616153140806,0.0,0.0,8.291748904394835,0.0,0.0,0.0,0.0,0.0,7.378053596026391,0.0,0.0,0.0,0.049883343279361725
0.9000000000000005,0.23573365149055006,0.0,0.0,8.436815915892426,0.0,0.0,0.0,0.0,0.0,7.128647553732679,0.0,0.0,0.0,0.08368190377950668
0.9200000000000005,0.26096093798293507,0.0,0.0,8.576930169859912,0.0,0.0,0.0,0.0,0.0,6.882777843016001,0.0,0.0,0.0,0.1399022489786148
0.9400000000000005,0.28643274116877737,0.0,0.0,8.71216070128589,0.0,0.0,0.0,0.0,0.0,6.640275299581878,0.0,0.0,0.0,0.233187735080719
0.9600000000000005,0.3121156577175226,0.0,0.0,8.842573234822007,0.0,0.0,0.0,0.0,0.0,6.400978054029743,0.0,0.0,0.0,0.38764360547065735
0.9800000000000005,0.3379780162078634,0.0,0.0,8.96823032587262,0.0,0.0,0.0,0.0,0.0,6.164731051031512,0.0,0.0,0.0,0.6212959885597229
1.0000000000000004,0.3639897122917663,0.0,0.0,9.089191495846045,0.0,0.0,0.0,0.0,0.0,5.931385946311027,0.0,0.0,0.0,0.9768947958946228
1.0200000000000005,0.39012204075153956,0.0,0.0,9.20551336685826,0.0,0.0,0.0,0.0,0.0,5.70080115491048,0.0,0.0,0.0,1.5362285375595093
1.0400000000000005,0.4163475402197519,0.0,0.0,9.317249797062194,0.0,0.0,0.0,0.0,0.0,5.472841865483128,0.0,0.0,0.0,2.416563034057617
1.0600000000000005,0.44263970363830013,0.0,0.0,9.424452031435814,0.0,0.0,0.0,0.0,0.0,5.2473815718788686,0.0,0.0,0.0,3.7449615001678467
1.0800000000000005,0.468973161387157,0.0,0.0,9.527168833933299,0.0,0.0,0.0,0.0,0.0,5.024298677869582,0.0,0.0,0.0,5.184544086456299
1.1000000000000005,0.49532280039686216,0.0,0.0,9.625446664560828,0.0,0.0,0.0,0.0,0.0,4.803484384883204,0.0,0.0,0.0,7.171444892883301
1.1200000000000006,0.5216667879259265,0.0,0.0,9.719329611186843,0.0,0.0,0.0,0.0,0.0,4.584810277718329,0.0,0.0,0.0,8.215084075927734
1.1400000000000006,0.5479823910835407,0.0,0.0,9.808859419787643,0.0,0.0,0.0,0.0,0.0,4.368170582361511,0.0,0.0,0.0,9.531189918518066
1.1600000000000006,0.57424821203006,0.0,0.0,9.894075705747248,0.0,0.0,0.0,0.0,0.0,4.153458013599039,0.0,0.0,0.0,10.822267532348633
1.1800000000000006,0.6004426221770868,0.0,0.0,9.975016072601036,0.0,0.0,0.0,0.0,0.0,3.940578671779761,0.0,0.0,0.0,12.436420440673828
1.2000000000000006,0.6200348165159068,0.0,0.0,10.051716070975724,0.0,0.0,0.0,0.0,0.0,3.729421165688833,0.0,0.0,0.0,13.642862319946289
1.2200000000000006,0.6363693305358608,0.0,0.0,10.124209246320188,0.0,0.0,0.0,0.0,0.0,3.519896368757471,0.0,0.0,0.0,15.086528778076172
1.2400000000000007,0.6525209972542876,0.0,0.0,10.192527433622772,0.0,0.0,0.0,0.0,0.0,3.311922361500959,0.0,0.0,0.0,16.816761016845703
1.2600000000000007,0.6685247223512462,0.0,0.0,10.256700918457309,0.0,0.0,0.0,0.0,0.0,3.1054261219528922,0.0,0.0,0.0,18.894960403442383
1.2800000000000007,0.6844135545455133,0.0,0.0,10.316758640961117,0.0,0.0,0.0,0.0,0.0,2.9003461284279655,0.0,0.0,0.0,21.398021697998047
1.3000000000000007,0.7002183648383102,0.0,0.0,10.37272846524091,0.0,0.0,0.0,0.0,0.0,2.6966362995511965,0.0,0.0,0.0,24.422000885009766
1.3200000000000007,0.7159638727680162,0.0,0.0,10.424637902026706,0.0,0.0,0.0,0.0,0.0,2.494307379028562,0.0,0.0,0.0,28.607969284057617
1.3400000000000007,0.7316580651421416,0.0,0.0,10.472516344379704,0.0,0.0,0.0,0.0,0.0,2.293536856271214,0.0,0.0,0.0,35.51555633544922
1.3600000000000008,0.7473171032439676,0.0,0.0,10.516395831668003,0.0,0.0,0.0,0.0,0.0,2.094411872558664,0.0,0.0,0.0,43.00041198730469
1.3800000000000008,0.7629288643395755,0.0,0.0,10.556313020809526,0.0,0.0,0.0,0.0,0.0,1.897307041593534,0.0,0.0,0.0,53.099159240722656
1.4000000000000008,0.7785914595879462,0.0,0.0,10.59230047411141,0.0,0.0,0.0,0.0,0.0,1.7014382885947918,0.0,0.0,0.0,56.636592864990234
1.4200000000000008,0.7937671391804354,0.0,0.0,10.624441612860444,0.0,0.0,0.0,0.0,0.0,1.5126755863087242,0.0,0.0,0.0,92.45020294189453
1.4400000000000008,0.8020410382517876,0.0,0.0,10.653554037297019,0.0,0.0,0.0,0.0,0.0,1.398566857348671,0.0,0.0,0.0,264.85870361328125
1.4600000000000009,0.8000957388114172,0.0,0.0,10.681474708077833,0.0,0.0,0.0,0.0,0.0,1.393500220732586,0.0,0.0,0.0,400.7100524902344
1.4800000000000009,0.808689098495325,0.0,0.0,10.708181270758407,0.0,0.0,0.0,0.0,0.0,1.2771560473248762,0.0,0.0,0.0,260.7823791503906
1.5000000000000009,0.8022612365454495,0.0,0.0,10.73416725561985,0.0,0.0,0.0,0.0,0.0,1.3214424388193522,0.0,0.0,0.0,448.7171325683594
1.520000000000001,0.8148310580653314,0.0,0.0,10.759015172451548,0.0,0.0,0.0,0.0,0.0,1.1633492443503544,0.0,0.0,0.0,181.99697875976562
1.540000000000001,0.8026760634584494,0.0,0.0,10.783355640969384,0.0,0.0,0.0,0.0,0.0,1.2706976074332974,0.0,0.0,0.0,503.5516052246094
1.560000000000001,0.8177323010436403,0.0,0.0,10.806923097620633,0.0,0.0,0.0,0.0,0.0,1.086048057691499,0.0,0.0,0.0,104.52516174316406
1.580000000000001,0.8115010910822495,0.0,0.0,10.829101828896972,0.0,0.0,0.0,0.0,0.0,1.1318250699423587,0.0,0.0,0.0,449.68280029296875
1.600000000000001,0.8243098771596834,0.0,0.0,10.850147233786087,0.0,0.0,0.0,0.0,0.0,0.972715418969181,0.0,0.0,0.0,178.5980682373047
1.620000000000001,0.8066338828012602,0.0,0.0,10.871311079998458,0.0,0.0,0.0,0.0,0.0,1.143669202267962,0.0,0.0,0.0,553.2852172851562
1.640000000000001,0.8225966798706169,0.0,0.0,10.892244124598493,0.0,0.0,0.0,0.0,0.0,0.9496352577355417,0.0,0.0,0.0,53.55381774902344
